XCoord,YCoord,OBJECTID,Y_new,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9
7355581.20896064,549887.76160039,11,-0.145094,0.412226,1.046767,1.082947,1.297593,1.530308,1.017632,2.209590,2.069281,1.299729,1.853243,0.280950,0.072525,0.238066,-0.044359,-0.425074,0.599388,-0.147088,-0.081780,-0.199405,0.202567
7543308.56086738,555491.66180989,12,0.832267,-0.930576,-0.297753,-1.746585,-0.971728,-1.782365,-0.196656,-2.427261,-2.709341,-1.224996,-0.902358,0.376724,0.023233,-0.007129,-0.087237,-0.488338,0.009748,0.311061,-0.098209,0.040438,-0.389805
7607663.59718330,557685.77225105,13,0.402561,-0.281532,0.248252,0.715275,0.300672,-0.365264,0.242747,0.009036,0.375782,0.840322,-0.375459,0.406761,0.008736,-0.109665,-0.065767,-0.312312,-0.176527,0.462694,-0.024398,0.184648,-0.329062
6663434.88754739,545786.59985523,14,0.119155,0.366320,-0.815708,-0.895991,-0.219482,-1.409951,-1.038227,0.148870,-0.179177,-0.415320,0.003991,-0.003128,-0.008954,-0.032002,0.026222,0.049452,0.007552,0.080570,0.000708,0.079379,-0.075204
6668799.75181764,545805.43741597,15,-0.791182,-1.770783,-0.516837,-1.332857,-0.022592,-1.248297,0.938253,-0.145151,-1.252778,0.128970,-0.179851,-0.001715,-0.006745,-0.034560,0.023958,0.063690,-0.003720,0.090794,-0.014964,0.080735,-0.103093
6813649.19505781,546679.78048356,16,0.247819,0.126991,0.031896,0.826273,0.051514,0.588368,-0.564710,-0.152087,0.121194,-1.139180,0.350574,0.039057,0.049319,-0.048790,-0.006739,0.491588,-0.425746,0.509491,-0.127332,0.006285,-0.235199
7312507.89976622,555089.92573673,17,1.215474,0.250789,0.214496,-0.359194,0.560259,0.085775,0.934821,0.718161,0.234851,1.505082,-0.146865,0.256183,0.082722,0.266363,-0.029265,-0.292030,0.623264,-0.293322,0.063062,-0.127914,0.039212
7682500.17979330,566735.78466281,18,-0.073633,1.065631,1.152969,1.192291,-0.451168,1.798571,-0.934339,0.468805,0.377497,0.567593,0.877391,0.436888,0.000970,-0.251048,-0.024195,-0.086743,-0.347023,0.391509,-0.096608,0.062873,-0.109225
6668776.99595764,552123.95463456,19,1.016708,-0.771630,-0.790204,0.594357,0.213439,0.093254,-1.059783,-1.844341,-0.614703,-2.116986,-1.211022,-0.004166,-0.011918,-0.042511,0.034944,0.066161,0.009546,0.107758,0.002541,0.103828,-0.102179
6845776.90934555,553288.13504897,20,-0.175902,1.370510,-0.232525,-0.935136,1.187063,0.531523,0.735138,0.130783,0.890882,0.583489,2.282011,0.046807,0.055141,-0.040281,0.003889,0.567559,-0.487802,0.554330,-0.040289,-0.045502,-0.065632
6899411.54748289,553848.89147340,21,-0.104215,1.356713,1.894916,0.767234,0.921039,1.721841,1.518379,-0.020395,1.188595,1.288605,1.788553,0.065021,0.071145,0.001005,0.012392,0.627892,-0.520892,0.491624,0.071672,-0.094985,0.092035
7049582.13296789,555933.60219897,22,0.366106,-0.686984,1.735528,-0.572232,0.733145,0.853161,0.728752,-0.089345,-0.633606,-0.819185,0.751721,0.124675,0.099038,0.164623,0.041955,0.374389,-0.159975,-0.053535,0.082006,-0.116389,0.326170
7146114.03668848,557674.20829780,23,-0.747526,1.576365,-2.840496,0.085073,-1.066703,-1.943640,-0.185320,0.361975,-0.184321,0.207425,-1.105482,0.169312,0.102185,0.251883,0.036625,0.115110,0.124191,-0.409644,0.257790,-0.118183,0.081563
7231915.03470555,559484.48420481,24,-1.051916,0.550817,-0.384937,1.053594,-0.011446,1.566211,0.100886,-0.436946,1.768927,0.116452,0.432744,0.212126,0.095626,0.283795,0.005673,-0.060078,0.444938,-0.501616,0.278342,-0.107176,-0.196256
7414222.73373772,564153.34199306,25,1.307124,-0.824377,-0.002773,0.642663,1.597653,0.032329,1.624777,0.360875,1.218030,0.304338,0.738773,0.307469,0.060479,0.171518,-0.094705,-0.534819,0.457431,-0.074123,-0.185390,-0.270092,0.169162
7473198.10430381,565903.18626240,26,0.073304,0.792458,0.862089,1.710442,0.417457,1.449154,1.505867,0.550992,-0.786719,-1.380253,2.285805,0.337925,0.046208,0.092974,-0.107991,-0.570285,0.245955,0.042235,-0.211325,-0.161781,-0.116200
6963686.22077055,560967.34114723,27,0.818375,1.513901,2.775102,-0.532714,1.186687,0.507385,0.573821,0.751191,1.155323,0.133324,-0.226573,0.086594,0.082181,0.060948,0.028229,0.591342,-0.422242,0.276176,0.124270,-0.135513,0.187787
7392599.73138013,569862.01299040,28,0.908280,-1.480837,-0.232068,0.406258,-1.948656,0.998602,0.447404,0.346372,0.021821,0.423853,-0.319081,0.294049,0.066839,0.193895,-0.096592,-0.488669,0.528227,-0.125612,-0.133868,-0.273640,0.216115
7397960.24165647,570012.35553747,29,0.993337,0.233314,-1.749047,0.576315,-1.537718,-0.844480,-0.341888,-1.873485,-0.024422,-0.023582,-0.271735,0.296865,0.065663,0.187974,-0.098949,-0.499274,0.513112,-0.117169,-0.145337,-0.273910,0.208149
7633793.28836213,577584.43947464,30,-1.880952,-1.933566,-0.534446,-0.271620,-0.447774,-0.588242,-0.141383,-2.134693,-1.482387,-1.396128,0.564693,0.412770,0.016483,-0.163197,-0.056450,-0.219204,-0.224598,0.442834,-0.092088,0.218275,-0.292251
6684815.80115031,564822.90397415,31,0.281268,-0.348843,0.044328,-0.903941,0.123829,0.189099,-1.239145,0.510056,0.873622,-0.199316,0.020167,-0.004809,-0.015589,-0.065415,0.050165,0.114868,-0.000593,0.174456,-0.004200,0.146385,-0.184969
6690177.23137230,564845.59717023,32,-0.320761,-0.546446,-0.929081,-1.226275,0.184788,-1.484811,-0.595985,-0.390589,0.383236,-1.745735,-0.824542,-0.003382,-0.013394,-0.067628,0.048060,0.129929,-0.013840,0.187208,-0.017970,0.145608,-0.209956
6754514.02264597,565193.33597606,33,0.233324,-0.594494,2.745616,-0.013559,-0.101487,0.139297,-0.377987,0.744651,-1.603298,0.898254,0.108263,0.014261,0.012361,-0.082478,0.027983,0.326388,-0.211115,0.383712,-0.114241,0.089716,-0.362789
7076178.40359414,569020.53042139,34,1.101455,0.991797,0.723799,2.693328,0.182126,0.333731,-0.275803,-0.815032,-0.372582,0.444994,0.734435,0.131848,0.094848,0.182433,0.032557,0.315143,-0.095084,-0.144624,0.160055,-0.178505,0.301264
7258430.55713372,572734.25134039,35,1.686185,0.392862,0.767003,2.582019,1.213614,0.307568,1.424301,1.154857,0.654583,0.568334,0.589186,0.221342,0.090594,0.276332,-0.030299,-0.106063,0.523379,-0.481296,0.261084,-0.162887,-0.193052
7295950.03261955,573637.56416631,36,-0.144610,0.801293,0.402324,0.178387,1.261374,-0.807130,-0.267586,0.375546,-0.592221,1.257905,0.435678,0.240949,0.085532,0.265943,-0.052545,-0.213544,0.605760,-0.390148,0.159764,-0.181577,-0.057436
7365625.90770322,575440.80891940,37,-0.261752,-0.207740,-0.846712,0.535259,1.476746,0.853195,0.777141,0.331126,-0.816293,0.434410,-0.359822,0.277717,0.073456,0.218591,-0.094289,-0.417037,0.593243,-0.197470,-0.051515,-0.266540,0.206823
7617491.33802646,583323.04413915,38,0.245004,-0.737063,0.606552,-1.653723,-0.438526,1.472239,-0.011728,0.513262,-0.058678,0.071070,-1.348102,0.403690,0.023104,-0.136612,-0.069872,-0.264262,-0.172223,0.426288,-0.103284,0.250642,-0.360703
7622849.41654913,583513.94533214,39,0.836421,-0.883133,-1.752046,-1.104529,-2.438184,-1.866965,-1.218379,-0.621116,-0.168320,-0.199005,-0.822813,0.406085,0.022290,-0.146034,-0.065982,-0.248065,-0.186799,0.429766,-0.105121,0.247214,-0.343992
6829515.51175031,572092.95111381,40,0.831714,0.207582,0.259904,-1.745797,-1.547021,0.303229,-1.270170,-0.005792,-1.194410,0.372473,0.679172,0.034311,0.035079,-0.071523,0.027293,0.544756,-0.436180,0.571543,-0.010131,-0.069296,-0.091726
7076069.05309105,575337.78058214,41,0.142078,-0.673155,1.989443,0.021002,0.747539,1.744974,-0.994664,-0.101104,1.189012,-0.029762,0.191136,0.129458,0.091746,0.177403,0.027077,0.325159,-0.100849,-0.137995,0.179388,-0.210262,0.298595
7177897.02233496,577274.92270523,42,-1.642836,-0.046974,0.344575,-0.728463,0.169569,-0.701333,-2.264437,0.121658,-1.697737,0.434757,-0.009177,0.178048,0.095176,0.258129,-0.001106,0.081897,0.223258,-0.486568,0.349106,-0.204801,-0.081929
7702973.74383298,592806.95758598,43,-0.994262,1.068891,0.501879,1.300975,0.236626,0.737609,1.771974,0.217884,0.681663,0.624149,0.213449,0.437892,0.017888,-0.302572,0.000448,-0.016782,-0.329677,0.307552,-0.212169,0.070167,-0.175145
7043809.02837239,581115.79002348,44,0.582468,1.741977,-0.331318,2.109378,-0.529285,0.069828,-1.220110,0.206371,-0.684843,-0.573811,0.978348,0.112723,0.084703,0.136977,0.026788,0.427284,-0.199085,-0.009201,0.158096,-0.239493,0.338452
7263492.10672189,585493.14445773,45,-0.884349,-1.185744,0.115235,-1.088387,-1.085113,-0.103683,-1.424202,-1.688055,-1.080749,-0.724074,-1.636044,0.219543,0.088707,0.269601,-0.055737,-0.098174,0.533826,-0.494041,0.281016,-0.225271,-0.189331
7375998.60283706,588364.25780998,46,-1.325542,-1.181712,0.656984,-1.178832,1.131012,0.371549,0.411403,-0.094744,-0.652083,1.318555,-1.662459,0.278960,0.073438,0.203869,-0.122367,-0.424613,0.581855,-0.217263,-0.051791,-0.288092,0.210417
7531345.17632964,593029.59231131,47,0.347425,-0.074031,0.977825,0.149984,-0.152296,-2.109977,0.351240,-1.805069,-1.725229,-0.256123,-0.715189,0.359161,0.044921,-0.003159,-0.131469,-0.480092,0.092366,0.167782,-0.178146,0.111630,-0.396872
7713441.55163747,599533.88835782,48,-0.070019,-0.967640,-0.973249,-2.054658,0.293025,-0.625536,-0.463682,0.136921,0.968038,0.111999,-0.130889,0.440190,0.022034,-0.326437,0.012504,0.013420,-0.323616,0.268467,-0.252573,0.061305,-0.190161
7199062.50821914,590360.32993332,49,0.186283,-1.453893,-0.958964,-0.122147,0.341977,0.651214,0.076911,-0.965893,-0.841729,-2.108796,0.296938,0.184134,0.091346,0.259945,-0.031279,0.063761,0.299132,-0.521788,0.387061,-0.266673,-0.169777
7407961.26824230,595578.23189907,50,-1.518063,0.140710,-0.616018,0.633218,1.024627,1.570042,-0.586018,-0.377755,0.530478,0.694291,1.981923,0.293762,0.069299,0.167203,-0.147100,-0.483125,0.506699,-0.187307,-0.119020,-0.257106,0.167222
7648945.61468472,603424.48064223,51,-0.673201,0.679391,-1.346338,1.216236,0.577533,1.295170,0.125231,-0.487982,-0.061687,0.099244,-1.262726,0.411988,0.031604,-0.200755,-0.048384,-0.158928,-0.220490,0.393077,-0.171745,0.254968,-0.296824
6866841.40264955,591407.65395415,52,-0.863261,0.239594,1.155048,0.596365,0.203532,-0.099251,0.371186,-0.595081,0.129841,-1.015088,0.338394,0.039273,0.033486,-0.067885,0.046250,0.625916,-0.486854,0.584449,0.143985,-0.221732,0.110482
7150724.95430389,595681.46594456,53,0.129087,-0.389493,-0.946403,-1.015578,0.054972,0.613419,-1.257219,-0.134859,-0.558723,-0.425925,-0.859727,0.157769,0.088918,0.230811,-0.018038,0.169665,0.109186,-0.404318,0.370288,-0.309495,0.012157
7172148.26808447,596114.13994798,54,-0.639136,0.187319,0.345178,0.035320,1.181669,0.396632,0.225386,0.189781,0.828565,0.425042,-0.906273,0.168347,0.089619,0.244264,-0.028120,0.126975,0.188847,-0.468183,0.394635,-0.305750,-0.072378
6813221.03876188,597223.07178523,55,0.503450,0.081664,0.388161,-0.353902,0.693978,1.544227,0.580524,-1.131976,1.051627,-0.082630,-0.920031,0.019514,0.009995,-0.107270,0.063236,0.514379,-0.358742,0.577620,0.054695,-0.094662,-0.146008
6861420.98927781,597670.49871190,56,-0.106911,1.499992,0.987757,1.526179,0.957074,-0.744524,-0.196915,0.085494,-0.080996,-0.519124,1.436183,0.035038,0.027068,-0.078585,0.053755,0.620641,-0.472900,0.593299,0.155821,-0.237683,0.095259
7016725.92899539,599644.39305806,57,0.042675,1.017250,-0.792635,0.955887,-1.156581,1.225471,-0.082680,-0.091616,-0.201155,-0.267315,-0.789909,0.093967,0.069566,0.089591,0.023266,0.526325,-0.286969,0.109812,0.205780,-0.337940,0.334213
7166663.76068081,602320.93298057,58,-0.910885,-0.341040,-1.252557,0.996086,0.051790,-0.340314,-0.331024,-0.219709,-0.877466,0.584560,-0.503850,0.163337,0.087548,0.237631,-0.035234,0.149559,0.164970,-0.448768,0.405190,-0.341690,-0.050625
7429015.54240663,608826.64733131,59,0.012214,0.762764,-1.298877,-1.665948,-1.779769,-0.492338,-1.342815,0.843252,-0.396741,-0.307130,-0.135798,0.300702,0.069196,0.137377,-0.175007,-0.496534,0.456015,-0.202572,-0.140573,-0.185053,0.073901
7466489.31654030,609945.28715439,60,-0.316570,-1.685458,0.172531,-1.546892,-1.863150,0.726711,-0.959004,-0.709828,-0.523388,0.039589,-1.552749,0.320290,0.063679,0.086944,-0.176401,-0.521457,0.328200,-0.122642,-0.190310,-0.055081,-0.118119
6716786.26936147,602880.44760956,61,-1.404168,-1.232415,1.096288,0.852353,-0.957674,-0.266048,0.547418,-0.088619,-0.552455,-0.903382,0.626121,-0.010819,-0.032457,-0.120805,0.101085,0.220681,-0.014078,0.332730,0.065046,0.181768,-0.340938
6957734.11784539,605117.09930423,62,1.211753,-0.180759,0.830175,0.587465,-0.238227,1.111437,-0.389388,0.663346,0.646619,-0.559573,0.132260,0.067547,0.051975,0.012391,0.038303,0.645685,-0.438635,0.335977,0.269435,-0.360800,0.247165
7064814.61956322,606738.83392164,63,-1.347465,-1.077484,0.004248,-0.541501,0.967082,-0.963390,-1.162740,-1.970557,-1.918700,-0.942283,-1.643848,0.112662,0.074857,0.142008,0.003578,0.407204,-0.147245,-0.050563,0.247673,-0.383108,0.311642
7236129.22706455,610136.95475006,64,-0.399125,-1.007393,-0.994579,-0.936780,-0.001705,0.261458,-0.605551,-0.440279,-0.748900,-0.107967,-0.642901,0.196393,0.086918,0.259225,-0.085411,0.020803,0.438645,-0.553730,0.400079,-0.361224,-0.218507
7364600.75227322,613334.34205607,65,-1.445127,-0.933768,-1.453633,-1.900718,-0.384839,-0.238548,-1.915522,-1.111985,-1.418653,-0.801150,-0.913325,0.264399,0.078624,0.205825,-0.163620,-0.353248,0.621710,-0.329231,0.037891,-0.325570,0.185629
6706046.39451580,609143.84059456,66,-0.353617,0.739903,-0.104320,0.167615,0.797693,-0.363207,1.265925,-0.611668,-0.443292,-0.357967,0.131365,-0.016157,-0.041649,-0.124492,0.115139,0.190410,0.030481,0.312759,0.110419,0.199851,-0.322602
7048649.28575222,612787.58855639,67,0.413991,0.088792,1.288791,0.249091,-1.104390,-0.051276,-0.051270,-0.142327,1.001860,0.246840,-0.187088,0.103095,0.068908,0.118842,0.005736,0.461295,-0.193098,0.019012,0.244418,-0.416441,0.330497
7551716.72777805,625307.88405381,68,-0.376081,-1.574363,-0.695566,-1.869868,-1.205560,-1.876874,-1.379000,-1.733993,-0.709053,-1.930554,-1.066208,0.359398,0.057677,-0.044446,-0.156222,-0.413017,0.088527,0.143659,-0.189453,0.265980,-0.466430
6668549.46262005,615302.55596739,69,1.204056,-0.073398,0.372941,-0.712710,0.232649,0.246309,0.181993,1.516879,-0.214389,0.256573,-1.377344,-0.028577,-0.061812,-0.116068,0.139737,0.089684,0.138189,0.243860,0.226387,0.233771,-0.188692
6866581.77160713,616676.50630347,70,1.793631,-0.653003,-0.754602,-0.535514,0.444061,0.148449,-1.242470,0.118635,0.467430,-1.390744,-0.441469,0.029553,0.015294,-0.093034,0.072325,0.635810,-0.459050,0.592352,0.237075,-0.335828,0.112459
7005732.01003839,618432.52772582,71,0.015399,0.199160,-0.173204,-0.063362,-0.530316,0.434871,-1.032613,-0.393650,-2.005877,1.055261,0.317584,0.082237,0.056419,0.061492,0.021720,0.576263,-0.314887,0.174031,0.257341,-0.440399,0.312671
7118115.60219988,620327.17682365,72,0.733670,0.691941,-1.375298,0.446196,0.092749,0.392567,2.621160,1.478102,1.291702,0.986147,-0.715240,0.132774,0.076883,0.189799,-0.035920,0.290587,-0.002162,-0.241540,0.368601,-0.457521,0.150896
7214438.10410830,622289.92388240,73,0.756640,-0.088980,0.113082,0.226560,-0.581991,0.641956,0.456524,0.409548,0.805529,0.322576,0.428603,0.180694,0.084446,0.249898,-0.094926,0.095963,0.352868,-0.543866,0.454911,-0.433789,-0.179304
7278649.34609239,623772.13548489,74,-0.363102,-0.625222,-0.265848,0.937945,0.088424,0.341543,0.347902,0.515201,0.834947,0.693794,0.150842,0.214251,0.084719,0.251307,-0.135697,-0.066670,0.575299,-0.542034,0.333369,-0.418997,-0.104397
7391010.75752397,626700.37995648,75,-0.514719,-0.804506,-0.321349,-1.999481,-0.370101,0.608866,-0.313864,-1.480187,-1.746247,-0.853039,-1.265262,0.274262,0.077974,0.176174,-0.199926,-0.397808,0.587037,-0.329774,-0.015263,-0.270721,0.172678
7455212.04053847,628564.72038789,76,1.040517,0.612765,1.563393,0.350038,0.007074,-1.964669,0.617271,0.073556,-0.884633,-0.434942,0.677031,0.308283,0.071466,0.097183,-0.209910,-0.493380,0.397545,-0.222413,-0.157483,-0.034043,-0.084290
7487311.13152389,629548.99368182,77,0.089959,0.839672,-0.542637,0.376959,-1.166812,-0.427758,-0.427285,-1.242322,1.385150,-0.621887,-0.528149,0.324974,0.067907,0.051389,-0.202818,-0.495166,0.290985,-0.128160,-0.188983,0.089267,-0.249647
7530108.22670381,630915.38858680,78,-0.002970,0.476301,0.068881,0.781554,0.398302,0.969141,0.902976,1.944736,-1.329569,1.704520,0.042174,0.346728,0.063160,-0.013087,-0.180392,-0.449534,0.161766,0.036253,-0.195432,0.223489,-0.423629
7679881.59972864,636184.00337765,79,0.025548,-1.178322,-0.030192,-0.973805,-0.905292,-0.418233,-1.072677,0.126108,-0.542244,-0.180655,1.430865,0.415980,0.051089,-0.271097,-0.017373,-0.059830,-0.205188,0.299076,-0.257961,0.261381,-0.241696
6743442.94144171,621984.15644932,80,0.383773,1.565135,1.059682,0.204163,-0.137497,0.681711,-0.454496,0.682525,0.410122,0.148369,-0.294040,-0.010708,-0.035939,-0.145231,0.121111,0.306458,-0.070577,0.424567,0.116242,0.100628,-0.392332
6807655.94851413,622447.03905372,81,-0.188538,0.452180,0.702590,0.755274,-0.279544,0.467423,-0.135357,-0.591239,0.090009,-0.482062,-0.866848,0.008137,-0.010731,-0.135138,0.098973,0.503599,-0.303368,0.575077,0.150923,-0.152748,-0.183536
6855814.96407256,622885.39972556,82,-1.122700,-1.049900,-0.935343,0.478087,-1.334636,-1.174557,0.465294,-0.427044,0.137231,-0.057494,-0.092017,0.023539,0.007076,-0.107228,0.082537,0.618676,-0.432561,0.600042,0.239564,-0.333328,0.064035
7085895.13645722,626058.68635798,83,0.408129,0.512509,0.872348,0.499641,0.159726,-0.477929,-0.063580,-0.101967,1.680073,0.246317,1.002155,0.115291,0.069498,0.153593,-0.024146,0.382927,-0.088302,-0.094945,0.317329,-0.494299,0.258843
7294545.60793497,630479.73000932,84,0.422164,-1.423483,-0.169170,-0.834785,-0.023504,0.164011,0.357185,-0.780344,0.993166,0.358596,1.699606,0.220492,0.084078,0.244481,-0.158025,-0.100934,0.613173,-0.533245,0.300460,-0.442349,-0.030885
7690338.34850013,642901.95680523,85,-0.683357,1.890179,1.025109,0.891942,1.068828,0.398132,0.463072,0.770298,0.824832,-0.479593,0.198336,0.418486,0.055136,-0.293889,-0.004164,-0.030692,-0.199441,0.269602,-0.280444,0.255666,-0.227887
6882501.32441364,629479.48200981,86,-0.010523,-0.751876,-1.529978,-0.719149,-0.000235,-0.621010,0.033069,0.367993,-0.008853,-1.035068,-0.624823,0.030215,0.012119,-0.090417,0.078701,0.660741,-0.461918,0.567847,0.308388,-0.430261,0.141989
7000193.46927822,630985.93995489,87,-1.510125,0.027876,0.298310,-0.778352,0.469483,-0.223523,1.944123,0.214676,-1.463864,-0.643083,0.269310,0.075195,0.047935,0.045575,0.021914,0.602510,-0.321928,0.210863,0.287087,-0.506019,0.287326
7497611.96787755,642512.91099539,88,-0.437223,0.724183,1.049350,0.716500,0.342786,1.415863,-1.101348,0.760720,1.791661,0.977566,-1.878786,0.326243,0.071768,0.032969,-0.219009,-0.475399,0.282814,-0.138839,-0.183269,0.168857,-0.313724
7668712.90815531,648408.18824682,89,0.768048,0.847887,1.824853,-0.216449,0.569045,0.221383,0.291029,-0.221967,0.282716,0.136139,1.479609,0.407611,0.060015,-0.252399,-0.034971,-0.087734,-0.156798,0.287719,-0.252622,0.311708,-0.241942
6802202.44039230,635036.91052748,90,0.100614,-1.021255,-2.264063,-1.511497,-0.642795,-1.109736,-0.791932,-0.518170,-0.628977,0.215759,-0.075999,0.001653,-0.021829,-0.148848,0.117860,0.487758,-0.265412,0.560198,0.197130,-0.171396,-0.226639
6919873.16699263,636224.72278440,91,-0.135003,-0.685805,-0.246090,-0.706865,0.432763,0.198615,0.129301,0.011440,-1.220015,1.401482,0.006062,0.041227,0.020543,-0.057255,0.066300,0.687144,-0.459775,0.481161,0.360835,-0.508328,0.169866
6994751.71933497,637223.68732190,92,1.896973,-0.860445,-0.621173,-0.641794,0.817310,1.385986,-2.041666,-1.319247,0.326938,-1.362018,-0.098564,0.070572,0.042961,0.034400,0.024190,0.619553,-0.330484,0.237718,0.303537,-0.535861,0.266551
7155195.85021771,640000.93996948,93,-0.913418,0.649139,-0.763361,0.135665,0.669013,0.970361,1.790766,1.189398,-0.000064,1.348103,1.366694,0.143929,0.074886,0.211708,-0.086961,0.249819,0.120482,-0.355686,0.463993,-0.552473,0.040928
7588294.92365038,651835.06787598,94,-0.525560,-0.373597,0.631058,0.924985,-0.061621,-0.755234,-1.093291,-1.179525,-0.657601,-0.791330,-0.254675,0.369329,0.067745,-0.108672,-0.147421,-0.310368,0.039239,0.182595,-0.187450,0.374927,-0.440438
7689857.75530122,655526.98076773,95,1.063949,1.684024,1.080293,-0.677716,-0.079678,0.212201,1.004405,1.295187,0.167503,1.438854,1.333745,0.414653,0.063817,-0.296144,-0.006309,-0.030374,-0.163041,0.247948,-0.286486,0.288478,-0.209624
6668458.46083355,640570.72885615,96,0.131545,0.022317,-0.151399,-0.095601,-2.039083,0.885184,-1.545214,-1.584592,-0.050275,-0.332684,-2.134290,-0.038255,-0.080264,-0.140788,0.177201,0.097715,0.183376,0.272086,0.328479,0.221156,-0.257423
6791455.93367013,641268.80193506,97,0.305138,-0.566799,0.168387,-0.489101,0.335045,-0.969292,-1.174520,0.756242,0.488969,-0.836605,0.468845,-0.004002,-0.030441,-0.157905,0.130576,0.455273,-0.217687,0.535780,0.211837,-0.143493,-0.287355
6850279.54404105,641783.01580164,98,0.807510,1.675230,0.054662,1.293952,-1.113038,0.384921,-0.825627,0.582780,-0.445731,-0.059714,1.427725,0.014510,-0.007952,-0.127550,0.105456,0.608409,-0.393883,0.589930,0.299362,-0.392790,0.007953
6983964.97844130,643385.67499790,99,-0.661975,-0.210644,-0.309483,-1.307675,1.900831,-0.900850,-0.684240,-1.161473,-0.554703,-0.731389,-1.245472,0.063776,0.036407,0.016449,0.030699,0.643542,-0.350333,0.281020,0.326709,-0.561554,0.233396
7192496.09976405,647089.35328606,100,0.675818,0.492557,-0.436222,-1.566282,0.757102,0.472749,-0.889393,-0.648137,0.731416,-0.493526,-0.870655,0.160416,0.077391,0.232041,-0.124826,0.195432,0.266534,-0.478193,0.506791,-0.568277,-0.060061
7646864.82094605,660242.75414456,101,-0.704502,0.205306,2.006583,1.623214,0.163208,-1.017085,0.969111,0.218081,0.680831,0.410932,0.563921,0.394396,0.068757,-0.213229,-0.072285,-0.146939,-0.085910,0.262731,-0.229167,0.361194,-0.261708
6844871.64311147,648047.95832422,102,-0.157896,-1.481955,1.862637,0.598875,1.369372,-0.235857,1.483461,0.962939,-0.216648,1.091813,0.548468,0.010340,-0.014200,-0.136396,0.114994,0.595913,-0.371972,0.583125,0.313173,-0.397002,-0.030670
6962490.41017005,649404.96676506,103,0.128948,0.585742,-0.528219,-0.650304,-0.872939,-0.399685,-0.561038,-0.863897,-1.225764,-0.014905,0.302123,0.052782,0.026396,-0.014997,0.045889,0.674864,-0.388320,0.355925,0.364152,-0.580408,0.179589
6994567.23840472,649856.05247706,104,0.643826,0.268235,2.097597,-0.559517,0.562537,0.202559,1.313139,-1.620127,-0.097156,-2.183219,-0.250764,0.065776,0.035933,0.026365,0.022884,0.632193,-0.316337,0.255709,0.321082,-0.594633,0.235241
