XCoord,YCoord,OBJECTID,Y_new,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9
6996320.08266805,529829.73905247,18,-0.009726,-1.753921,0.714413,1.158082,-0.393603,-0.596937,-0.552766,-0.086541,0.979976,1.003039,-0.004340,0.111581,0.108055,0.129070,0.036730,0.487610,-0.301795,0.128009,-0.010503,-0.003893,0.166354
7012423.24928056,530069.26449206,19,-1.219452,0.328572,1.027652,0.276636,-0.077579,-0.183300,2.119233,-0.065839,0.268333,1.365368,-1.677824,0.118226,0.109895,0.146818,0.043639,0.446276,-0.249312,0.067256,-0.018677,-0.005713,0.218645
7049996.78305723,530662.03889707,20,-0.927501,-1.279235,-1.580343,-0.429506,0.034078,0.239380,1.041032,0.061440,0.283123,0.224965,-0.550203,0.134279,0.112795,0.187153,0.057511,0.338149,-0.128811,-0.069972,-0.004333,-0.010199,0.309178
7194915.44597521,533392.77884239,21,0.210216,-1.069183,-0.321145,-0.275145,0.303407,-0.395691,-0.716797,-1.487662,0.320934,0.713755,-1.330681,0.202441,0.106016,0.291893,0.061562,-0.020631,0.331356,-0.488478,0.234342,-0.006423,-0.041270
7200282.53694706,533507.46922982,22,-0.839781,-0.408641,0.157809,0.141740,-1.333895,0.901885,-0.766936,1.951066,-0.014509,-1.085230,0.267855,0.205122,0.105252,0.293373,0.059932,-0.031127,0.351497,-0.490029,0.234842,-0.005699,-0.060427
7227117.67520580,534095.44049481,23,0.183292,-0.190290,1.365248,1.069013,-0.403820,0.943012,0.292321,0.034902,0.072319,0.966841,-0.881769,0.218648,0.100945,0.297631,0.050000,-0.087416,0.448455,-0.475748,0.219765,-0.002125,-0.125377
7232484.63888131,534215.93828531,24,0.878542,-0.207952,0.135993,-0.709444,-0.933286,0.373276,-0.568805,-0.587255,-0.065717,-0.053647,1.017384,0.221376,0.099990,0.297842,0.047678,-0.099656,0.466527,-0.468628,0.213295,-0.001435,-0.130543
7264685.95505597,534959.25307165,25,-1.938158,-2.320530,-0.504147,-0.178324,-0.850555,0.510630,-1.394595,-0.032997,-0.315264,0.200649,-0.570457,0.237879,0.093650,0.294531,0.031724,-0.180684,0.559178,-0.400145,0.153056,-0.000398,-0.102905
7270052.76223572,535086.52676722,26,-0.468463,0.463943,0.332152,-0.834042,1.004333,0.729717,0.412122,1.138075,0.149554,0.276682,0.632771,0.240649,0.092497,0.293212,0.028775,-0.195358,0.571341,-0.385134,0.139955,-0.002431,-0.089500
7286153.04433955,535474.15460089,27,0.845534,0.480290,2.139700,0.380591,0.913114,0.599324,-0.123355,-0.298749,-0.580921,0.958774,-0.442640,0.248987,0.088886,0.287946,0.019546,-0.240925,0.601039,-0.335782,0.096766,-0.015479,-0.038098
7296886.44839764,535737.41260456,28,-0.180567,-1.395840,0.724178,0.868375,0.650559,-1.493774,-0.934388,-2.421223,-0.119204,-2.740483,-0.433457,0.254565,0.086359,0.283351,0.013142,-0.272260,0.614737,-0.300352,0.065516,-0.030341,0.002860
7307619.75665538,536004.54199156,29,0.827525,-0.219515,-0.693887,0.354935,-0.612982,-0.166662,1.056672,1.469764,-1.350934,-1.203215,0.917452,0.260156,0.083743,0.277901,0.006605,-0.304002,0.623246,-0.263947,0.033051,-0.049874,0.046476
7318352.96780047,536275.54308997,30,-0.337161,-0.253078,-1.534871,0.492903,-0.806861,-0.603176,-0.921685,0.009325,0.132049,0.264011,-0.133503,0.265756,0.081043,0.271608,0.000000,-0.335810,0.626411,-0.227479,0.000000,-0.073406,0.090334
7350552.00510830,537111.77501331,31,-1.988797,-1.065511,-0.511650,0.339364,-0.598949,1.047431,-2.482480,-1.138498,-2.232675,1.934191,-1.091664,0.282591,0.072500,0.247855,-0.019594,-0.427975,0.603743,-0.126168,-0.096802,-0.157496,0.199991
7377383.83235006,537835.25060047,32,-0.320721,-0.450132,-0.365935,-1.242399,-0.956315,-0.052474,-0.212077,-1.333302,-0.946069,-1.122382,-1.123288,0.296617,0.064968,0.222830,-0.034867,-0.495552,0.550580,-0.060420,-0.165566,-0.224525,0.237122
7404214.99620730,538582.92134923,33,1.568054,-0.852745,-0.719391,-0.213602,-0.720726,-2.664060,-1.859805,-1.640421,-1.720825,-1.215316,-1.384914,0.310594,0.057170,0.193547,-0.048416,-0.549056,0.472459,-0.014103,-0.213725,-0.269344,0.205692
7420313.36722572,539043.13762039,34,0.288005,1.274250,0.021555,1.787397,0.970128,0.964378,0.275814,1.049873,-0.461710,0.510274,1.344170,0.318940,0.052408,0.174167,-0.055474,-0.572570,0.417112,0.008594,-0.229917,-0.280148,0.154005
7436411.48660421,539512.06351981,35,0.853519,-0.339178,-1.628489,-2.324273,-0.150501,-0.691077,0.203921,-1.697350,-0.309173,-3.024475,0.009720,0.327242,0.047612,0.153593,-0.061605,-0.588768,0.357983,0.033246,-0.235654,-0.277161,0.082733
7447143.42412980,539829.51957782,36,0.596807,1.299321,0.167676,0.848638,-0.038096,0.113271,0.649441,-0.220008,0.536398,0.003372,0.240151,0.332749,0.044408,0.139286,-0.065138,-0.595258,0.317538,0.052742,-0.233628,-0.267432,0.028201
7506166.98456013,541644.72132798,37,-1.381187,-0.141192,0.156030,0.290216,2.701698,0.918295,0.284336,0.758683,-0.242842,-1.144755,1.715910,0.362501,0.027030,0.054334,-0.075921,-0.567427,0.106657,0.214985,-0.152093,-0.124185,-0.267068
7575917.29092538,543940.91883531,38,-2.625960,-0.770668,-0.481102,0.301256,0.343067,1.303696,2.503831,-0.788059,0.606359,-0.353337,2.295194,0.396027,0.008219,-0.052547,-0.069551,-0.415770,-0.097838,0.432075,-0.010165,0.106557,-0.376888
7592012.73773706,544494.03387082,39,-0.736797,-0.414771,-0.737830,-0.242467,0.122654,0.695808,1.280125,-1.292633,-0.000535,-1.822079,-0.114436,0.403439,0.004328,-0.078432,-0.065444,-0.369196,-0.144944,0.463953,0.008618,0.137394,-0.343561
7640297.24910747,546205.62854473,40,0.365206,-0.059444,1.234800,0.771844,2.038338,0.466768,-0.808302,1.846080,0.629068,0.914556,0.733018,0.424802,-0.005978,-0.162178,-0.048598,-0.222117,-0.280873,0.485765,0.010293,0.125238,-0.164767
7651026.75914447,546596.62612231,41,-0.444523,0.425612,0.139396,1.146540,0.888701,0.468236,2.751055,1.103439,1.490469,1.209160,2.048208,0.429355,-0.007955,-0.182115,-0.044149,-0.189913,-0.307758,0.474542,0.002174,0.103300,-0.122713
7683214.43328606,547792.83928107,42,0.926259,1.114597,-0.346125,-1.769599,-0.538786,1.333101,-0.488483,0.127391,-0.320463,-0.181752,-1.203646,0.442549,-0.013116,-0.244483,-0.029915,-0.098003,-0.374713,0.409027,-0.031459,0.012579,-0.028573
7693943.36786489,548199.31681456,43,0.500192,-0.163790,1.309385,-0.960926,-0.813938,-0.982692,-0.606673,-0.436095,-0.610682,-1.036124,-0.513925,0.446785,-0.014566,-0.265976,-0.025014,-0.069163,-0.391324,0.378187,-0.049942,-0.021321,-0.012210
7704672.15513431,548609.66441905,44,0.304110,0.700560,0.457568,0.583127,0.651757,0.707791,-0.352699,0.055003,0.161171,0.629835,-1.030240,0.450936,-0.015875,-0.287724,-0.020105,-0.041114,-0.404608,0.343883,-0.073174,-0.054572,-0.003414
6695680.92541739,533276.78366756,45,1.428173,-0.617505,1.507455,-0.486536,0.912072,-0.290479,0.299324,0.612747,-1.009778,-0.191815,-1.355266,0.010303,0.014621,-0.030100,-0.008594,0.132962,-0.092859,0.118100,-0.120254,0.038554,-0.243093
6754718.96449330,533601.20690323,46,-0.020792,0.876512,0.781656,-0.311521,0.536920,0.422529,0.535918,0.127529,2.340805,0.067436,-0.885338,0.026510,0.037971,-0.043250,-0.023654,0.312799,-0.267848,0.310842,-0.208489,0.040084,-0.406278
6770820.12618855,533710.01278798,47,0.407623,-0.334781,-0.066036,-0.576054,0.868504,1.012667,0.361078,0.040063,-0.285009,0.346787,0.637312,0.031124,0.044043,-0.042987,-0.025336,0.362604,-0.318977,0.366451,-0.209734,0.036373,-0.398718
6776187.16663556,533748.21743597,48,-1.061134,-1.909392,1.245857,-0.329119,-0.501683,-0.027000,-0.986128,-0.303807,0.036772,-1.276338,1.732254,0.032684,0.046031,-0.042496,-0.025650,0.378901,-0.335694,0.384167,-0.207871,0.034751,-0.390879
6829857.15837672,534183.50002998,49,0.102013,0.477183,-0.374622,0.563340,-2.145055,0.990737,0.249179,-0.925545,-1.000335,-0.571315,-0.975154,0.048983,0.064742,-0.026347,-0.022161,0.522332,-0.475848,0.511738,-0.136297,0.010855,-0.205885
6840591.05751255,534282.17207673,50,0.905475,1.268272,0.710695,1.237076,1.640871,0.929926,1.276546,0.998365,0.296542,1.964473,-0.435055,0.052408,0.068195,-0.020732,-0.020115,0.544602,-0.494720,0.522155,-0.113871,0.005281,-0.158695
6872792.53149530,534601.41750123,51,1.971352,1.168059,2.013197,2.657692,2.536608,1.667034,1.374082,2.203106,2.267287,1.798815,0.680890,0.063043,0.077885,0.000455,-0.011721,0.593542,-0.526349,0.516886,-0.043488,-0.010134,-0.038707
6894259.98134246,534833.60634132,52,0.394313,-0.216028,-0.568556,-1.636903,-0.177654,0.526796,-0.877985,-0.581562,-0.750352,1.504293,-0.838048,0.070445,0.083744,0.017826,-0.004572,0.609382,-0.524915,0.483464,-0.002262,-0.017856,0.007348
6926460.82737371,535210.92710897,53,0.622505,1.695310,1.056028,0.187015,-0.216718,-0.125760,-0.549775,-0.081067,0.779207,-0.326593,0.531702,0.082032,0.091554,0.047842,0.007735,0.606070,-0.489309,0.395795,0.036454,-0.024137,0.035865
7023060.65221830,536551.95329832,54,-0.416191,0.239541,0.374260,-1.226320,0.076282,0.575331,1.396905,-0.598152,-0.546116,1.385760,-0.350020,0.120326,0.107203,0.152566,0.045650,0.425215,-0.221829,0.031561,0.002282,-0.032547,0.263819
7108923.11271089,538007.23385231,55,0.603803,-0.820423,0.311681,0.791896,1.722893,-0.522014,-1.469590,-0.964118,1.371397,1.549647,-0.979330,0.158574,0.110633,0.237713,0.063113,0.176464,0.031424,-0.289659,0.123730,-0.039287,0.260075
7135754.23063648,538512.81978339,56,0.899331,1.943116,-0.016552,0.311583,0.672236,0.098933,0.499526,0.845586,1.119110,-0.152951,-0.096728,0.171242,0.109681,0.258171,0.062946,0.109523,0.112045,-0.380696,0.181122,-0.038372,0.171071
7167950.95430064,539151.45958222,57,1.118651,1.450194,0.800046,1.243001,0.603427,0.730205,0.148227,0.099204,1.247134,-0.978786,-0.982759,0.186830,0.107320,0.277237,0.058687,0.040873,0.223381,-0.460771,0.233266,-0.035378,0.044698
7184049.05202563,539483.84474422,58,1.540497,0.425686,1.258282,0.643633,-0.184699,-1.145616,0.592284,-1.143030,1.071593,-1.788395,0.604282,0.194767,0.105661,0.284261,0.054889,0.009741,0.283530,-0.484237,0.247463,-0.033374,-0.018776
7205512.89853355,539940.57316148,59,0.120377,-0.295967,0.410012,-0.441184,1.230264,0.626387,0.467951,1.487068,1.989715,0.347866,-0.443311,0.205482,0.102976,0.290823,0.048152,-0.032083,0.364747,-0.495590,0.251034,-0.030498,-0.096644
7269902.38195905,541403.66177073,60,1.022134,0.909669,-0.610195,1.895232,-0.162612,0.980320,0.698333,-0.875745,0.194196,0.098394,0.135758,0.238361,0.091959,0.290023,0.018025,-0.185803,0.567765,-0.397375,0.155535,-0.027698,-0.104729
7275268.02641147,541531.87575315,61,1.503189,0.841132,0.269035,0.621181,-1.625204,0.453640,1.707409,-0.609318,0.447116,0.452212,-0.900249,0.241140,0.090861,0.288533,0.014987,-0.200788,0.579154,-0.382078,0.141691,-0.030662,-0.088752
7280633.64822614,541661.05758139,62,-0.732137,1.158042,-0.192114,1.180363,0.017331,0.232575,-1.263128,0.770453,0.635005,0.357655,0.649112,0.243923,0.089738,0.286822,0.011891,-0.216025,0.589399,-0.366079,0.127232,-0.034758,-0.070956
7291364.82066138,541922.32444730,63,0.962274,0.462490,-0.139986,2.430123,1.676902,0.617726,0.809909,1.100595,1.100559,-0.036528,1.232466,0.249501,0.087418,0.282747,0.005554,-0.247122,0.606279,-0.332397,0.096783,-0.046463,-0.030978
7307461.40132906,542321.48244165,64,0.787019,2.560356,-0.615699,-0.063229,0.277970,1.661360,0.320377,-0.234583,0.741277,0.672403,-0.956926,0.257895,0.083769,0.275015,-0.004218,-0.294754,0.622047,-0.279322,0.048472,-0.072441,0.035596
7323557.76382130,542729.34907998,65,0.512779,0.878790,0.386645,0.095735,0.222073,0.534441,0.346908,0.812075,-1.880051,0.300053,0.516511,0.266310,0.079932,0.265377,-0.014131,-0.342562,0.625826,-0.225891,-0.001145,-0.106637,0.102795
7355749.81426647,543571.20927289,66,-1.444523,-1.821994,-0.604777,0.110445,-1.383530,0.044885,-1.079051,-0.282437,-0.770727,-0.061669,-0.022545,0.283174,0.071773,0.240635,-0.033543,-0.433761,0.597373,-0.129158,-0.096814,-0.185583,0.207420
7387940.93525155,544447.90404181,67,-0.803318,-0.485336,-2.523179,-2.220421,-0.898253,0.635307,-0.349058,-0.007707,0.414444,-0.804603,-1.766231,0.300019,0.063107,0.209168,-0.051142,-0.510851,0.525703,-0.058164,-0.174738,-0.251472,0.231159
7452320.23661080,546305.79337065,68,0.360304,0.849936,0.288272,1.051863,0.263784,0.003355,-0.643710,1.528696,1.364893,-0.518561,-1.266172,0.333355,0.044964,0.129718,-0.076282,-0.590403,0.303696,0.045420,-0.227415,-0.250225,-0.000254
7500601.99142505,547790.64341931,69,-0.823372,-0.664102,-0.323020,-1.140789,-0.256791,0.381788,0.836567,-1.077326,0.279379,0.257847,0.019742,0.357750,0.031381,0.060167,-0.083576,-0.568500,0.131304,0.180002,-0.169625,-0.125563,-0.245372
7505966.48036797,547960.46427390,70,-0.313021,-1.095990,-0.090976,-0.216436,-0.798908,0.061424,-0.153983,-0.209520,-0.409050,0.491392,0.498864,0.360416,0.029905,0.052127,-0.083722,-0.561744,0.113949,0.198019,-0.159648,-0.107780,-0.268935
7607885.73781514,551370.87608823,71,1.311032,1.235326,2.013050,-0.210594,0.540453,-2.032535,0.704630,0.210118,0.344334,1.208107,0.305528,0.408736,0.004696,-0.107472,-0.063120,-0.316467,-0.184255,0.473539,-0.003262,0.167726,-0.311094
7618613.38696347,551750.18241623,72,1.115437,-0.927103,-0.692454,0.844589,-0.547746,-0.267795,-0.152074,2.072548,0.249335,1.247869,0.302427,0.413515,0.002479,-0.125952,-0.058784,-0.283666,-0.214818,0.480753,-0.002614,0.166636,-0.272429
7688339.69075206,554309.98864831,73,0.413589,0.239582,-0.377295,-1.102833,0.800482,2.069659,-0.546387,0.089663,0.011006,-1.699228,-1.306449,0.442798,-0.009118,-0.257396,-0.025184,-0.079672,-0.374222,0.388636,-0.062045,0.012162,-0.047179
6647358.47383414,539417.23956248,74,0.149046,0.763342,2.122747,1.284535,3.516380,1.110377,-0.202849,0.737086,0.074517,0.111657,1.899225,-0.004905,-0.010404,-0.016090,0.022125,0.004959,0.026549,0.035030,0.032084,0.050346,0.006768
6652724.48672414,539433.17752273,75,-0.099120,1.110760,-2.143014,-0.246020,0.162636,-0.302434,1.017580,-1.523584,-0.382716,0.083335,-2.703600,-0.003496,-0.008190,-0.018750,0.019800,0.018891,0.015947,0.044193,0.015942,0.051991,-0.021259
6668822.50767764,539486.79847848,76,0.032290,0.066673,0.975316,-1.192034,0.667520,0.574110,0.562323,1.553695,0.985477,1.084711,1.297308,0.000737,-0.001556,-0.026559,0.012933,0.061214,-0.016982,0.073550,-0.031730,0.056634,-0.105346
6679554.50458631,539527.38468340,77,0.133821,-0.516326,0.352918,0.394558,-0.115898,0.101662,-1.199723,-0.307316,-2.044249,-0.242666,1.495658,0.003571,0.002852,-0.031471,0.008540,0.090253,-0.040687,0.095988,-0.062091,0.059214,-0.160560
6733214.23059997,539788.38055247,78,0.423058,-0.175258,0.723825,-0.262454,-0.325306,0.140075,0.053832,-0.303249,0.081395,-0.373715,-0.607717,0.018049,0.024478,-0.048866,-0.009026,0.248473,-0.187859,0.251612,-0.173870,0.059590,-0.370697
6797605.15004621,540229.31897506,79,0.308699,0.362647,0.561261,0.258244,0.724975,0.351710,1.360834,0.723902,-0.328015,-0.109574,0.607015,0.036597,0.048711,-0.046301,-0.016313,0.444832,-0.390314,0.461102,-0.171026,0.025666,-0.317889
6802971.01464255,540272.35399398,80,-0.055863,-0.891014,-1.700248,-0.100983,0.379880,-0.539944,-0.413676,0.880711,-0.702669,0.734151,0.801048,0.038220,0.050610,-0.044762,-0.016179,0.459655,-0.405292,0.474420,-0.163863,0.021554,-0.298283
6888823.65592906,541092.52755047,81,0.543192,1.022173,1.608244,1.225804,-0.336082,0.116983,2.357735,1.150782,1.511700,0.579000,-0.098773,0.066130,0.077598,0.005964,-0.000877,0.612147,-0.526029,0.501254,0.009729,-0.039527,0.025808
6894189.36304539,541152.01430814,82,0.604785,0.510537,1.018867,0.058882,-1.560406,0.347603,0.255122,1.018352,0.912668,-0.306464,-1.199516,0.068005,0.079044,0.010568,0.000725,0.614908,-0.524424,0.490498,0.019265,-0.041806,0.034549
6904920.74446972,541273.89004864,83,1.830004,0.452441,1.528830,-0.239230,1.035539,0.396102,-1.483687,1.357023,2.481250,0.932690,0.746590,0.071804,0.081841,0.020181,0.004078,0.617714,-0.517809,0.465160,0.036029,-0.045542,0.047051
6969308.04679722,542086.43271489,84,-0.081723,0.698774,-0.669485,-0.608504,-0.864010,0.232553,0.181059,0.004879,-0.244746,-0.042949,0.765118,0.095975,0.095809,0.086456,0.026319,0.560291,-0.395118,0.241025,0.054856,-0.052957,0.133285
6974673.57281156,542160.43453540,85,-1.944923,0.700375,-0.794036,-0.076370,0.740563,-0.653429,1.820698,1.130295,0.580943,0.213163,-0.108757,0.098097,0.096744,0.092414,0.028177,0.550264,-0.379957,0.219799,0.050871,-0.053371,0.146893
7022962.68620689,542869.99610840,86,-1.075229,-1.448076,-0.849254,-1.720772,-1.848553,-0.692691,-0.088560,-0.167489,-1.931062,-1.412433,-1.774116,0.117916,0.103486,0.146592,0.043331,0.433786,-0.229322,0.035436,0.024300,-0.058525,0.276576
7028328.07016113,542953.67474681,87,0.193582,0.937227,0.051132,0.441148,-0.987472,0.769167,1.108679,0.108139,0.433061,-0.979779,0.626704,0.120197,0.104046,0.152537,0.044758,0.418692,-0.212146,0.015945,0.025178,-0.059187,0.287882
7039058.79312222,543123.93457690,88,-1.619522,-0.282670,-0.760678,0.240326,0.340079,-0.102087,1.834521,1.038151,-0.916915,0.425460,-0.159012,0.124806,0.105053,0.164293,0.047408,0.387760,-0.178174,-0.022998,0.030082,-0.060491,0.306297
7065885.32542706,543566.51768123,89,-0.418762,0.481355,0.248043,-3.039012,-0.403077,-0.757250,-0.564180,-0.466549,-0.288023,-0.897090,-0.941639,0.136594,0.106899,0.192572,0.052668,0.308282,-0.096960,-0.122870,0.060004,-0.063340,0.321964
7087346.25757071,543938.00184639,90,0.292984,0.381191,0.783969,0.705763,-0.007771,0.675705,0.038352,-0.715449,-0.592154,-0.633408,0.404409,0.146285,0.107687,0.213603,0.055252,0.245478,-0.036256,-0.205466,0.098518,-0.064812,0.299477
7092711.44795580,544033.29201014,91,1.545043,0.043888,-0.582033,1.517197,1.240408,0.900433,1.939671,0.943733,-0.782719,0.384722,1.245950,0.148743,0.107788,0.218586,0.055648,0.230228,-0.021458,-0.226142,0.109482,-0.065031,0.289115
7124902.22314106,544625.35184965,92,-0.305990,0.821113,-1.743795,0.932575,1.056104,-0.812559,1.106518,0.113100,0.394404,-2.238283,-2.147503,0.163767,0.107609,0.245707,0.055770,0.144913,0.070358,-0.344498,0.178619,-0.064930,0.194868
7130267.28885446,544727.41529381,93,-1.609639,-0.753976,-1.206700,-0.247308,-2.413435,-1.191096,-1.840906,-0.518605,-2.604106,-3.035411,0.054224,0.166315,0.107449,0.249714,0.055398,0.131910,0.086911,-0.362444,0.189719,-0.064678,0.175188
7140997.36549139,544934.44440731,94,0.205019,0.336278,0.289527,1.728590,-0.653106,0.882188,-0.412462,-0.712412,0.004818,1.129910,-0.250508,0.171448,0.107020,0.257240,0.054310,0.107020,0.121444,-0.395992,0.210642,-0.063988,0.133915
7146362.37543064,545039.41073281,95,0.589936,-0.888848,0.287278,0.463791,-1.098569,-0.647265,0.142124,-0.440844,-0.654012,-0.512201,-0.261338,0.174033,0.106751,0.260750,0.053592,0.095120,0.139429,-0.411421,0.220279,-0.063556,0.112651
7151727.36666913,545145.34424798,96,0.592934,0.711162,-2.062472,-0.244279,0.106696,-0.159200,-0.284963,-0.788133,-0.633247,-0.156132,1.061479,0.176628,0.106446,0.264086,0.052757,0.083564,0.157876,-0.425843,0.229250,-0.063072,0.091169
7157092.33822264,545252.24528089,97,-0.162779,-1.657052,-1.144612,-0.916961,1.244859,0.465708,-0.989318,-1.808161,0.167449,-1.762499,-0.287036,0.179235,0.106105,0.267244,0.051805,0.072327,0.176760,-0.439182,0.237475,-0.062540,0.069600
7173187.13706972,545578.75447039,98,-0.172905,-0.678251,0.775894,-0.051181,0.913875,-1.085098,-0.232422,-0.280154,-0.512608,0.218745,-1.184494,0.187119,0.104874,0.275604,0.048255,0.040185,0.235635,-0.472019,0.256957,-0.060705,0.005297
7226835.14624330,546730.00872956,99,-0.429786,-1.398358,-0.681349,0.213247,-2.018541,-0.111670,-1.097843,-1.016929,-0.953765,-0.762146,1.040093,0.214016,0.098605,0.290449,0.029220,-0.067905,0.436818,-0.491289,0.252379,-0.053588,-0.161072
7275116.50965413,547848.86115064,100,-0.667510,-0.666082,-1.752065,-0.613931,-1.560559,-0.256603,-1.402799,-0.554643,-0.949152,-0.720260,-0.867682,0.238856,0.090404,0.285402,0.004190,-0.191184,0.575984,-0.394866,0.157296,-0.056141,-0.102899
7285845.45079464,548108.13753498,101,0.422973,-0.134674,0.542903,2.342544,1.173834,1.583006,0.265444,-0.040257,0.095988,-0.318874,0.079137,0.244434,0.088293,0.281853,-0.002081,-0.221954,0.595950,-0.363250,0.127778,-0.064938,-0.064625
7318031.70335114,548909.18612973,102,0.022586,-0.841137,-0.727278,-0.121845,0.630817,-0.643841,-0.092710,1.034722,-0.059897,-0.863528,0.180414,0.261250,0.081418,0.266000,-0.021674,-0.317470,0.625501,-0.259759,0.030902,-0.115890,0.071626
7334124.49990563,549322.77093248,103,-0.960485,-0.630545,1.121816,1.295169,1.422788,1.839087,-0.368514,0.455655,1.940736,2.592228,0.538596,0.269688,0.077709,0.255229,-0.031561,-0.364921,0.622238,-0.208618,-0.018581,-0.150926,0.136656
7339488.71489897,549462.56756890,104,-0.834985,-1.077841,1.152570,-0.416957,-0.665639,0.689531,-0.254920,-0.439219,0.580432,0.621589,-1.547630,0.272503,0.076437,0.251233,-0.034818,-0.380387,0.618470,-0.192353,-0.034810,-0.163157,0.155885
7393129.44948080,550913.74117573,105,0.558190,2.377723,-0.033886,0.944836,-0.129023,0.576466,-0.572199,2.828504,2.079572,0.108493,0.813033,0.300628,0.062935,0.200929,-0.064402,-0.513663,0.514474,-0.067547,-0.172381,-0.263083,0.223422
