XCoord,YCoord,OBJECTID,Y_new,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9
6819177.88970906,527770.01187272,19,-0.022684,-0.350738,-0.697781,-0.100979,-0.757922,-0.532336,-0.553678,-1.352757,-1.537944,0.623980,-0.139343,0.048063,0.066206,-0.023441,-0.032448,0.493654,-0.460324,0.483635,-0.176072,0.023607,-0.274639
6829914.10314472,527864.83222115,20,1.008398,0.666759,0.092251,-1.445177,-0.836485,0.631966,0.355320,-0.730637,-0.089828,-0.886087,-1.041635,0.051430,0.069728,-0.018651,-0.030429,0.518268,-0.481961,0.500505,-0.155869,0.021283,-0.229210
6840650.28147547,527963.52493714,21,-0.191726,-0.123961,1.298051,-1.364175,0.425192,0.818682,0.284714,-0.861851,-0.514560,-0.039430,0.193657,0.054854,0.073143,-0.013093,-0.027956,0.540313,-0.499910,0.511647,-0.133809,0.018690,-0.183300
6872858.59304297,528282.83827490,22,0.830969,0.919368,0.942325,-0.053835,1.968059,0.943386,0.493216,-0.283760,0.132072,0.618264,1.576249,0.065485,0.082698,0.007891,-0.018112,0.588515,-0.528658,0.508508,-0.064415,0.010444,-0.065875
6894330.60095188,528515.07632747,23,0.680631,0.632741,-0.180318,0.169588,1.267248,1.499593,0.274451,0.050379,1.374019,1.145554,-0.295070,0.072884,0.088449,0.025102,-0.009869,0.603826,-0.525294,0.476381,-0.023710,0.005703,-0.020478
6905066.54076606,528637.00423323,24,1.514805,0.778264,-0.461988,1.236182,0.157133,1.158336,-0.576022,0.791954,-0.470307,0.206967,-0.073104,0.076680,0.091126,0.034543,-0.005360,0.606089,-0.516806,0.452196,-0.007343,0.003835,-0.008161
6926538.28423980,528892.47714747,25,0.732241,0.846733,-1.516521,0.672768,1.365984,2.412481,2.142233,2.049576,2.413934,0.555409,0.664439,0.084466,0.096066,0.054847,0.004226,0.599700,-0.486959,0.390317,0.014492,0.001268,0.007959
6931906.19115488,528958.76572882,26,0.986863,-1.370211,-0.798721,-2.495770,-0.142930,2.026747,-0.631908,-0.403555,-2.243507,-1.782513,-1.425236,0.086454,0.097212,0.060180,0.006709,0.595856,-0.477003,0.372526,0.017416,0.000845,0.012961
6942641.96823972,529094.24708514,27,0.970571,-2.602710,-0.625482,0.242285,-0.880054,0.921675,0.364905,-0.491781,-1.254554,-0.159103,0.301340,0.090478,0.099396,0.071107,0.011739,0.585553,-0.454388,0.334812,0.020125,0.000167,0.026341
6964113.37247530,529376.82690056,28,-0.122218,-0.160936,0.804602,-0.594094,-0.322299,-0.222235,0.522845,0.953018,-1.102832,-2.225194,-0.370813,0.098723,0.103318,0.093803,0.021901,0.555009,-0.399807,0.253590,0.013991,-0.001107,0.069385
6969481.19113597,529449.89204314,29,2.053510,-0.638773,-0.427820,0.637949,0.737139,0.766534,-1.426001,1.219199,-0.542103,-0.334629,1.115693,0.100825,0.104204,0.099610,0.024430,0.545443,-0.384551,0.232632,0.010518,-0.001483,0.083429
6974848.99667330,529523.92535965,30,-0.411525,1.822364,0.563027,-0.319277,-0.969565,-0.097356,0.504866,0.500222,0.726419,1.212972,0.510966,0.102944,0.105052,0.105455,0.026943,0.535164,-0.368777,0.211590,0.006533,-0.001893,0.098567
6980216.78875922,529598.92652197,31,0.680763,3.085435,0.541130,2.030129,1.930756,1.607941,1.440175,0.422758,0.426388,0.846297,-0.502832,0.105079,0.105861,0.111331,0.029435,0.524205,-0.352548,0.190542,0.002217,-0.002339,0.114630
6985584.56739372,529674.89585823,32,1.288800,1.295762,1.629734,1.553979,0.676830,1.386912,1.790305,2.176759,2.328855,0.357803,0.363113,0.107230,0.106631,0.117231,0.031901,0.512601,-0.335930,0.169558,-0.002217,-0.002822,0.131425
6996320.08266805,529829.73905247,33,-0.009726,-1.753921,0.714413,1.158082,-0.393603,-0.596937,-0.552766,-0.086541,0.979976,1.003039,-0.004340,0.111581,0.108055,0.129070,0.036730,0.487610,-0.301795,0.128009,-0.010503,-0.003893,0.166354
7001687.81897980,529908.61291048,34,0.091146,-0.531285,0.071936,0.333849,-0.095814,0.489461,-0.360862,0.203242,-0.243847,-0.030516,0.827308,0.113780,0.108708,0.134995,0.039082,0.474303,-0.284408,0.107528,-0.013951,-0.004475,0.184033
7023158.62052630,530233.78811315,35,-0.191396,-1.267459,-0.203086,0.636614,0.092721,1.097535,-1.213760,-0.675093,-0.294319,-0.808177,-0.819639,0.122736,0.110923,0.158557,0.047964,0.416665,-0.214183,0.027833,-0.019798,-0.007013,0.250730
7028526.28367548,530317.50218455,36,-0.669603,-0.702527,0.008006,-2.432727,-0.958847,0.169598,0.184791,0.046821,0.924314,1.286898,0.097677,0.125014,0.111378,0.164377,0.050027,0.401380,-0.196741,0.008337,-0.018834,-0.007671,0.265279
7044629.18158773,530574.45245805,37,-0.211423,0.447803,-0.243928,-0.239732,0.277804,0.018072,-0.228644,0.565688,-0.785253,0.896951,-0.534761,0.131940,0.112501,0.181548,0.055764,0.354176,-0.145449,-0.050220,-0.009542,-0.009596,0.300665
7076834.54860730,531114.49041998,38,0.238527,-0.043996,-1.224957,0.542309,0.104629,0.480579,-0.995952,-0.867919,-0.288111,-1.824157,-0.483286,0.146194,0.113666,0.213975,0.064821,0.257917,-0.049709,-0.171054,0.035596,-0.012653,0.322471
7103671.89519498,531591.14300998,39,0.502822,1.077899,-1.128372,1.877284,0.344481,-0.333013,-0.804305,-0.225732,-1.003015,-0.448631,0.563396,0.158459,0.113544,0.238200,0.069440,0.181366,0.024709,-0.272473,0.091428,-0.013734,0.285332
7157345.24421288,532617.04942273,40,-0.177780,-0.812096,0.496076,-1.153073,0.154828,1.191775,0.376324,-0.520698,1.257025,0.087952,-0.692434,0.183945,0.110398,0.275971,0.069385,0.052795,0.192631,-0.437793,0.200419,-0.011031,0.105799
7162712.47560439,532724.96390507,41,0.851248,0.128477,1.183744,1.033131,0.371735,-0.333569,0.766237,0.113234,1.551448,0.450888,1.917189,0.186557,0.109878,0.278819,0.068659,0.041838,0.211743,-0.449046,0.208219,-0.010459,0.084611
7168079.68731089,532833.84656131,42,-0.049191,-0.155680,0.175501,-0.587029,0.439844,-1.517842,0.613538,-0.511063,0.761087,0.588625,-1.255130,0.189180,0.109322,0.281482,0.067802,0.031134,0.231188,-0.459042,0.215127,-0.009850,0.063386
7184181.20300806,533166.30193314,43,0.962397,-0.002106,0.146992,0.950162,0.937632,-1.792367,-0.353691,0.228313,0.705694,0.939038,-0.477012,0.197108,0.107442,0.288322,0.064444,0.000000,0.290961,-0.480967,0.229903,-0.007847,0.000000
7189548.33499031,533279.05630080,44,-1.454217,-0.984902,0.386925,-0.664379,0.895436,0.922317,0.184908,1.871821,-0.934293,-1.590015,-0.250314,0.199770,0.106746,0.290208,0.063066,-0.010278,0.311152,-0.485452,0.232687,-0.007140,-0.020948
7221750.69020489,533975.91022205,45,-0.951692,-0.904661,-0.890758,-0.394936,-0.042573,-0.635874,0.597477,0.929764,-1.641339,0.554344,0.558532,0.215927,0.101870,0.297205,0.052215,-0.075532,0.429835,-0.481490,0.225109,-0.002825,-0.117398
7227117.67520580,534095.44049481,46,0.183292,-0.190290,1.365248,1.069013,-0.403820,0.943012,0.292321,0.034902,0.072319,0.966841,-0.881769,0.218648,0.100945,0.297631,0.050000,-0.087416,0.448455,-0.475748,0.219765,-0.002125,-0.125377
7243218.50028755,534459.83838806,47,-0.768824,-0.178043,-1.486007,-0.271071,-0.201925,-2.074001,0.312745,1.576349,-1.037671,-0.279224,0.083822,0.226853,0.097991,0.297613,0.042726,-0.125235,0.500711,-0.450446,0.197106,-0.000075,-0.132279
7248585.39736214,534583.24004415,48,-0.519535,-0.221647,-0.788565,-2.007519,-1.205005,-0.761937,-0.053083,-0.741517,-0.968175,-0.313121,-1.876274,0.229600,0.096947,0.297171,0.040106,-0.138576,0.516671,-0.439503,0.187473,0.000559,-0.128894
7270052.76223572,535086.52676722,49,-0.468463,0.463943,0.332152,-0.834042,1.004333,0.729717,0.412122,1.138075,0.149554,0.276682,0.632771,0.240649,0.092497,0.293212,0.028775,-0.195358,0.571341,-0.385134,0.139955,-0.002431,-0.089500
7280786.30704156,535343.97736782,50,0.882005,-0.022278,0.772674,0.578731,-0.897620,-0.522736,1.031101,-0.035755,-0.043811,0.391478,0.759444,0.246204,0.090115,0.289919,0.022679,-0.225509,0.592320,-0.352848,0.111733,-0.009907,-0.056846
7291519.75834364,535605.29967982,51,-0.634473,0.820865,0.011010,-0.373202,-1.873585,0.645850,-0.427368,0.203549,-0.092567,-0.850897,0.912972,0.251774,0.087634,0.285757,0.016364,-0.256521,0.608523,-0.318246,0.081333,-0.022298,-0.018100
7302253.11450155,535870.49337514,52,0.317180,0.443759,0.671570,0.657021,-0.769653,-1.247322,-0.916935,-1.412880,-0.281311,-1.168560,-1.869306,0.257359,0.085062,0.280732,0.009886,-0.288100,0.619652,-0.282214,0.049396,-0.039558,0.024486
7312986.37453106,536139.55878189,53,-0.982926,-0.016083,-0.654908,0.247661,2.444904,1.710993,-0.386644,-0.138544,0.519022,1.030521,-0.272332,0.262955,0.082403,0.274859,0.003307,-0.319920,0.625503,-0.245665,0.016561,-0.061195,0.068527
7329086.08084863,536550.41589981,54,-0.131920,0.543563,0.996710,1.019296,-1.333275,1.415632,-0.962662,-0.235917,1.530083,-0.047793,0.588818,0.271364,0.078265,0.264489,-0.006607,-0.367323,0.624172,-0.191832,-0.033053,-0.099973,0.132034
7339819.09350330,536829.15976490,55,-1.363102,-0.843373,-1.337915,-0.360217,-0.368776,1.245685,-0.548410,0.149539,-0.484133,1.281236,-1.289851,0.276976,0.075415,0.256564,-0.013157,-0.398169,0.616569,-0.157825,-0.065528,-0.128424,0.169284
7345185.56242913,536969.98363023,56,0.743808,-0.914986,-0.565548,-0.467192,0.470574,-1.584274,0.420435,0.089666,-1.460803,-0.702841,-0.712424,0.279783,0.073965,0.252306,-0.016393,-0.413226,0.610797,-0.141664,-0.081355,-0.142963,0.185576
7355918.42285314,537254.53457031,57,-0.152472,1.637442,-0.661046,-0.164978,0.713915,-0.283915,-0.517769,1.344673,0.252955,0.802917,-0.887806,0.285398,0.071020,0.243215,-0.022755,-0.442373,0.595440,-0.111401,-0.111788,-0.171862,0.212312
7366651.17993088,537542.95689373,58,-3.109320,-0.841418,-0.753447,-2.496496,-1.373064,0.243186,-1.739251,-0.589405,1.050555,-0.633349,-1.365120,0.291010,0.068018,0.233379,-0.028928,-0.469931,0.575245,-0.084245,-0.140062,-0.199455,0.229913
7382750.11918963,537982.84905855,59,-0.482221,-0.433618,-0.667639,-0.998679,-1.189829,-0.673823,-0.269318,-1.360070,-1.539399,0.353978,-1.484192,0.299417,0.063426,0.217297,-0.037735,-0.507533,0.536708,-0.049748,-0.177102,-0.235765,0.236559
7393482.61183222,538280.94984031,60,-0.300148,0.249783,-1.691462,-0.935071,0.096311,0.123913,-0.781898,-1.829787,-2.278561,-0.157710,-1.049697,0.305012,0.060314,0.205737,-0.043243,-0.529645,0.506198,-0.030685,-0.197425,-0.255037,0.226835
7404214.99620730,538582.92134923,61,1.568054,-0.852745,-0.719391,-0.213602,-0.720726,-2.664060,-1.859805,-1.640421,-1.720825,-1.215316,-1.384914,0.310594,0.057170,0.193547,-0.048416,-0.549056,0.472459,-0.014103,-0.213725,-0.269344,0.205692
7409581.14754847,538735.35903648,62,-0.877181,0.450863,0.726284,0.478002,0.922750,1.659249,0.212948,1.018100,0.652232,0.211352,0.827175,0.313380,0.055588,0.187228,-0.050866,-0.557669,0.454564,-0.006428,-0.220256,-0.274426,0.190995
7420313.36722572,539043.13762039,63,0.288005,1.274250,0.021555,1.787397,0.970128,0.964378,0.275814,1.049873,-0.461710,0.510274,1.344170,0.318940,0.052408,0.174167,-0.055474,-0.572570,0.417112,0.008594,-0.229917,-0.280148,0.154005
7436411.48660421,539512.06351981,64,0.853519,-0.339178,-1.628489,-2.324273,-0.150501,-0.691077,0.203921,-1.697350,-0.309173,-3.024475,0.009720,0.327242,0.047612,0.153593,-0.061605,-0.588768,0.357983,0.033246,-0.235654,-0.277161,0.082733
7447143.42412980,539829.51957782,65,0.596807,1.299321,0.167676,0.848638,-0.038096,0.113271,0.649441,-0.220008,0.536398,0.003372,0.240151,0.332749,0.044408,0.139286,-0.065138,-0.595258,0.317538,0.052742,-0.233628,-0.267432,0.028201
7468606.95239688,540476.04485956,66,-1.613641,0.202217,0.734983,1.138622,0.661950,1.598821,1.889702,0.215862,2.525139,1.561831,0.514732,0.343683,0.038016,0.109456,-0.070789,-0.597537,0.236937,0.101433,-0.216298,-0.230694,-0.084708
7479338.54051372,540805.11375523,67,1.280638,-1.187009,1.526895,-0.087906,-0.597454,-1.264865,-0.781197,-0.263383,-0.475248,-0.641405,-1.394641,0.349104,0.034843,0.094026,-0.072882,-0.593292,0.197849,0.130688,-0.201685,-0.204784,-0.140309
7511532.58209664,541815.54611756,68,-0.149032,-0.673274,0.516544,-0.154418,0.766367,0.154238,1.337744,0.157831,-1.216919,1.083172,1.590817,0.365151,0.025496,0.046253,-0.076151,-0.559762,0.089698,0.233085,-0.140621,-0.106220,-0.288731
7527629.18835481,542333.82592089,69,0.152396,-0.172030,-0.350417,1.273256,0.010151,1.285623,0.538793,1.573294,-0.180092,1.366547,-1.311445,0.373036,0.020964,0.021831,-0.076097,-0.532187,0.041157,0.288004,-0.104861,-0.050499,-0.342779
7538360.10226038,542684.18414406,70,-0.464090,0.057639,-0.851149,1.029542,0.803789,1.406524,-1.087130,0.007465,1.004912,0.732950,0.318568,0.378235,0.018012,0.005462,-0.075449,-0.510276,0.010206,0.324001,-0.080964,-0.012646,-0.368034
7543725.51147705,542860.81469631,71,-0.925483,0.087354,-0.890859,-1.167975,-0.030939,0.513603,-0.001020,-0.854542,-1.032442,-1.224423,-1.427897,0.380816,0.016559,-0.002731,-0.074946,-0.498359,-0.005100,0.341472,-0.069319,0.006321,-0.377035
7554456.23443814,543216.97901022,72,1.235574,0.457164,-0.077261,-1.638644,-0.023910,-0.847752,-0.968667,1.645467,-1.013269,-1.570714,-0.785752,0.385940,0.013704,-0.019154,-0.073592,-0.472784,-0.035765,0.374799,-0.047169,0.043500,-0.387374
7592012.73773706,544494.03387082,73,-0.736797,-0.414771,-0.737830,-0.242467,0.122654,0.695808,1.280125,-1.292633,-0.000535,-1.822079,-0.114436,0.403439,0.004328,-0.078432,-0.065444,-0.369196,-0.144944,0.463953,0.008618,0.137394,-0.343561
7597377.81952655,544680.34091289,74,-1.769264,-0.355755,-0.541117,-1.881374,-0.180483,0.770594,0.576509,-0.032416,-0.805992,-0.857224,0.816683,0.405879,0.003078,-0.087264,-0.063886,-0.353176,-0.160646,0.472071,0.012856,0.143873,-0.328304
7608107.88271205,545055.85755031,75,0.858081,-1.315813,-1.677960,-0.806827,-1.075609,-2.095236,0.880604,-0.168168,0.467182,1.123353,-1.127596,0.410711,0.000652,-0.105268,-0.060511,-0.320651,-0.191854,0.484211,0.018133,0.150824,-0.292768
7629567.59897889,545818.50136623,76,-0.899727,-0.205362,-0.136156,0.936873,0.585022,1.660967,-0.104678,0.494696,0.218266,1.613571,0.677090,0.420175,-0.003882,-0.142719,-0.052832,-0.254817,-0.252335,0.491166,0.016340,0.141029,-0.208718
7640297.24910747,546205.62854473,77,0.365206,-0.059444,1.234800,0.771844,2.038338,0.466768,-0.808302,1.846080,0.629068,0.914556,0.733018,0.424802,-0.005978,-0.162178,-0.048598,-0.222117,-0.280873,0.485765,0.010293,0.125238,-0.164767
7661756.12744947,546991.49377090,78,1.654345,0.194741,-0.554782,-0.099999,-0.980008,-0.213103,0.507815,0.957941,-0.540954,-0.030449,1.805044,0.433832,-0.009806,-0.202503,-0.039525,-0.158408,-0.332603,0.457742,-0.006721,0.076332,-0.084806
7667120.75812438,547190.37887181,79,-0.276553,0.208284,-0.187095,-0.876790,0.596932,0.299786,0.249784,0.883969,1.247552,0.989911,0.671018,0.436041,-0.010684,-0.212856,-0.037160,-0.142966,-0.344144,0.447364,-0.011705,0.061359,-0.068027
7672485.35271014,547390.23149048,80,0.094420,-1.244133,-0.327944,-0.957747,-1.084660,-3.271521,-0.914973,-0.615071,-0.568964,-1.482946,-0.855153,0.438231,-0.011528,-0.223308,-0.034766,-0.127748,-0.355037,0.435741,-0.017373,0.045623,-0.052968
7683214.43328606,547792.83928107,81,0.926259,1.114597,-0.346125,-1.769599,-0.538786,1.333101,-0.488483,0.127391,-0.320463,-0.181752,-1.203646,0.442549,-0.013116,-0.244483,-0.029915,-0.098003,-0.374713,0.409027,-0.031459,0.012579,-0.028573
7688578.91894814,547995.59412490,82,0.561827,0.603154,1.501016,-1.275877,-1.441670,-0.597405,-0.088889,-0.764708,-0.649134,-0.156810,-0.427758,0.444678,-0.013858,-0.255193,-0.027468,-0.083475,-0.383419,0.394083,-0.040116,-0.004358,-0.019389
6674212.40437813,533187.85077456,83,-0.194930,0.292979,-0.002640,-0.081222,-0.414132,-0.160764,0.730550,-0.757677,0.808564,2.273528,-0.980395,0.004605,0.005848,-0.021020,-0.000332,0.073151,-0.041852,0.067012,-0.063339,0.033350,-0.136481
6684946.67293580,533230.38120131,84,-0.912195,1.520603,-1.080641,-0.538146,-0.523883,-0.534879,0.204550,-0.694022,0.003454,0.818866,-0.123082,0.007445,0.010246,-0.025765,-0.004599,0.102603,-0.066391,0.090981,-0.092885,0.036156,-0.191159
6722516.47706114,533409.72959590,85,0.711580,-0.433196,1.163536,-0.817406,-0.752055,0.180203,-0.596770,-0.654722,0.075633,-0.291847,-1.445536,0.017550,0.025411,-0.038593,-0.017050,0.212697,-0.167411,0.198945,-0.175347,0.042035,-0.349604
6733250.66228564,533469.68354423,86,-1.205472,-0.041947,1.266223,1.978281,2.565491,0.081292,-0.041533,-0.270380,0.516937,0.522015,0.678583,0.020501,0.029652,-0.040875,-0.019713,0.245790,-0.200018,0.235298,-0.190779,0.042189,-0.378548
6749351.89812772,533566.87396665,87,-0.762888,-0.797679,-0.073560,2.486549,0.741170,1.144009,1.123603,0.749964,1.940293,0.922886,1.387379,0.024993,0.035914,-0.042942,-0.022848,0.296032,-0.250717,0.291874,-0.205767,0.040918,-0.403347
6760086.02495338,533636.50768565,88,0.370667,1.023994,-0.020763,-0.310185,1.657240,0.056181,0.241036,1.546718,0.138847,0.495471,-0.151616,0.028037,0.040012,-0.043363,-0.024338,0.329511,-0.284982,0.329672,-0.210056,0.039046,-0.406473
6770820.12618855,533710.01278798,89,0.407623,-0.334781,-0.066036,-0.576054,0.868504,1.012667,0.361078,0.040063,-0.285009,0.346787,0.637312,0.031124,0.044043,-0.042987,-0.025336,0.362604,-0.318977,0.366451,-0.209734,0.036373,-0.398718
6776187.16663556,533748.21743597,90,-1.061134,-1.909392,1.245857,-0.329119,-0.501683,-0.027000,-0.986128,-0.303807,0.036772,-1.276338,1.732254,0.032684,0.046031,-0.042496,-0.025650,0.378901,-0.335694,0.384167,-0.207871,0.034751,-0.390879
6781554.19986472,533787.38992982,91,0.053856,0.347342,0.243453,0.328869,-1.115582,-0.828443,-1.821692,-0.592504,-0.608371,-0.200557,0.743909,0.034256,0.048000,-0.041800,-0.025839,0.394972,-0.352127,0.401282,-0.204903,0.032948,-0.380528
6786921.22620414,533827.53059757,92,0.632518,-0.095029,0.033929,0.209416,0.059771,-1.700402,-0.713871,0.242199,0.069252,-0.568213,-0.508068,0.035841,0.049949,-0.040898,-0.025906,0.410775,-0.368204,0.417684,-0.200862,0.030977,-0.367802
6792288.24532571,533868.63878307,93,-0.219776,-0.760126,0.070670,-1.455884,-0.283703,-0.223595,-0.584433,-0.261965,-0.574635,-0.739014,0.606851,0.037437,0.051877,-0.039791,-0.025850,0.426264,-0.383854,0.433269,-0.195790,0.028848,-0.352867
6803022.26060306,533953.75967582,94,0.064009,0.489056,-0.409389,-1.280972,-0.343957,-0.972228,-1.089680,0.108886,-0.231679,-0.934759,0.674365,0.040669,0.055669,-0.036961,-0.025376,0.456130,-0.413595,0.461584,-0.182748,0.024174,-0.317179
6808389.25643072,533997.77172689,95,0.105194,1.464118,-1.879053,1.340998,0.594752,0.674385,-0.754357,-0.136583,-0.132562,-0.560599,-0.096839,0.042304,0.057532,-0.035239,-0.024961,0.470420,-0.427552,0.474129,-0.174896,0.021661,-0.296895
6819123.22380789,534088.70002273,96,1.502337,0.188160,1.515193,-1.022448,-0.803510,0.723965,-0.509815,1.085614,-0.967306,-0.747825,-0.484403,0.045615,0.061186,-0.031190,-0.023783,0.497505,-0.453321,0.495586,-0.156875,0.016370,-0.252775
6851324.92023113,534384.71550681,97,1.540055,1.260257,0.941140,0.499447,1.976410,2.404461,1.587060,1.599212,1.966100,2.070774,0.935879,0.055892,0.071539,-0.014371,-0.017673,0.564046,-0.509594,0.526550,-0.090376,-0.000185,-0.113663
6856691.83797497,534437.43915464,98,-0.294366,-1.411254,0.048131,0.225753,-0.707668,-1.120730,-0.240106,-0.807792,-1.176200,0.540185,-0.842250,0.057656,0.073170,-0.010921,-0.016313,0.572632,-0.515445,0.526442,-0.078484,-0.002824,-0.092677
6872792.53149530,534601.41750123,99,1.971352,1.168059,2.013197,2.657692,2.536608,1.667034,1.374082,2.203106,2.267287,1.798815,0.680890,0.063043,0.077885,0.000455,-0.011721,0.593542,-0.526349,0.516886,-0.043488,-0.010134,-0.038707
6878159.40986913,534658.01286048,100,0.521540,0.524724,-0.511472,0.952223,-0.077001,1.104690,1.497675,-0.230695,-0.975488,1.051407,-0.407090,0.064869,0.079397,0.004573,-0.010035,0.598824,-0.527713,0.510678,-0.032398,-0.012309,-0.024290
6883526.27741621,534715.57639365,101,-0.070388,0.111643,-0.036404,0.356074,0.311835,1.015822,0.962596,0.749840,-1.252032,-0.336680,0.069545,0.066712,0.080877,0.008844,-0.008278,0.603233,-0.527928,0.503008,-0.021767,-0.014329,-0.011820
6894259.98134246,534833.60634132,102,0.394313,-0.216028,-0.568556,-1.636903,-0.177654,0.526796,-0.877985,-0.581562,-0.750352,1.504293,-0.838048,0.070445,0.083744,0.017826,-0.004572,0.609382,-0.524915,0.483464,-0.002262,-0.017856,0.007348
6899626.81706548,534894.07341197,103,-1.339765,0.838305,-0.185193,0.888127,0.884359,-0.671543,0.747887,0.187502,-1.517796,-0.141070,0.020005,0.072335,0.085129,0.022524,-0.002632,0.611103,-0.521700,0.471700,0.006432,-0.019349,0.014281
6953294.54109463,535551.97826414,104,0.218159,0.279611,0.307271,0.052891,1.084297,-0.748559,-0.286240,1.482384,-1.326613,0.446464,0.173097,0.092139,0.097108,0.075584,0.018741,0.578918,-0.432843,0.299443,0.040966,-0.025968,0.072000
